customer_id	campaign_outcome
2256935029380588570	Not Interested
4570108450932812039	Not Interested
m797417559874801413	Not Interested
q968438253939005534	Neuron electric scooter
k305259413804760774	Not Interested
h150558853308348965	Neuron electric scooter
4926863394139359460	Not Interested
2385379384637864649	Not Interested
d176236698715894391	Neuron electric scooter
d173620938631444514	Not Interested
6783877791272335687	Not Interested
2698223283968660512	Not Interested
m335074129340693455	Neuron electric scooter
3892066602807577125	Not Interested
m420553375279715538	Not Interested
6529649415508362080	GoCar
l493844508592529153	Not Interested
u303225140326540614	Not Interested
q706684738298119096	Not Interested
3462076269295501611	Neuron electric scooter
k912196338478221549	Neuron electric scooter
4543111545399134860	Neuron electric scooter
l72534798121679049	Not Interested
k836655827217982879	Neuron electric scooter
8227895791931663328	Neuron electric scooter
l755937954393381824	Not Interested
l433518558901298445	Neuron electric scooter
k004249536725590818	GoCar
125554154025311901	Not Interested
l414478649463628523	Not Interested
r61014837253784406	Not Interested
2745393572662059304	Neuron electric scooter
1066994959247477533	Not Interested
501537176966048847	Neuron electric scooter
718590298501722770	Neuron electric scooter
h231291519642079877	Not Interested
q926898909883289033	Neuron electric scooter
3989423246201832096	Not Interested
u74425177381024253	Not Interested
977031552145589466	Not Interested
q082821105704189822	Not Interested
7064299338452456134	Not Interested
u814744549444710940	Not Interested
u480729814273378183	Neuron electric scooter
m332761039115137177	Neuron electric scooter
r213084065025886980	Not Interested
1826634836822530496	Not Interested
z536238393505646584	Not Interested
k242299332020313541	Neuron electric scooter
1011477123846508308	Not Interested
h618813551849815148	Neuron electric scooter
8401470549034440366	Neuron electric scooter
m833174680069404377	Neuron electric scooter
4292925260053463158	Not Interested
q928493086967637230	Not Interested
h108810997040846627	Not Interested
349867114960300796	Not Interested
6130590343555175794	Not Interested
2708775835373058826	Not Interested
z956275685108632552	Neuron electric scooter
h480622602577965472	Neuron electric scooter
h240149285445613833	Not Interested
m191617856067213743	Not Interested
7267742223735677297	Not Interested
1531219817633353183	Neuron electric scooter
m05902755509662244	Neuron electric scooter
l975056015390583015	Not Interested
q66542035796265328	Not Interested
5280687729742192747	Neuron electric scooter
d7619883231099545	Neuron electric scooter
7297602050209285661	Neuron electric scooter
k091044768090047494	Neuron electric scooter
7364363615602280650	Not Interested
r93473154832009840	Not Interested
8298559369716992469	Neuron electric scooter
k973062825439641461	Not Interested
k6987356201236443	Not Interested
4302541195900280954	Neuron electric scooter
k944698484231758385	Neuron electric scooter
q216360559765143690	Neuron electric scooter
r792582966183987553	Neuron electric scooter
q890134138839062567	Not Interested
u211587142540657526	Neuron electric scooter
u009791375841193455	Neuron electric scooter
4917613899739862139	Not Interested
k598913664246517833	Not Interested
h242427622071231880	Neuron electric scooter
k155797193675690997	Not Interested
4827242438388790547	Not Interested
2253482844349205674	Neuron electric scooter
5097556740239349915	Not Interested
6570782091491683096	Neuron electric scooter
6480940459888483999	Not Interested
k854533013296143240	Not Interested
m297732470557902877	Not Interested
7182388554931325321	Not Interested
5071560193836300429	Not Interested
2247341632443186334	Not Interested
m666083405768443703	Not Interested
972844471998274360	Neuron electric scooter
1685349290791658003	Not Interested
2169313170318282765	Not Interested
r770429216320239121	Neuron electric scooter
z484935212059426921	Not Interested
8565653487430657693	Neuron electric scooter
4265430791147972431	Not Interested
1007407006287220756	Not Interested
z762429623797406756	Not Interested
u587180174524966056	Neuron electric scooter
538572912183723288	Not Interested
1082561706364354841	Not Interested
5659731557937483728	Not Interested
q507199244290895321	Neuron electric scooter
m00995369378839633	Neuron electric scooter
d63324165917260774	Not Interested
5025380367321319534	Neuron electric scooter
u8603166742151520	Neuron electric scooter
7774143069413041344	Not Interested
3413322456514658099	Not Interested
q859953111979096019	Neuron electric scooter
3117282527995359797	Neuron electric scooter
8670701664727688899	Not Interested
m63162253874501849	Not Interested
7922266755800730471	Not Interested
2107305713023452841	Not Interested
r421150937374353754	Not Interested
2433867869326139360	Not Interested
7791893646797629305	Neuron electric scooter
q514581466113109929	Not Interested
u749255184549862295	Neuron electric scooter
7749324626632065425	Neuron electric scooter
r898281634085985220	Neuron electric scooter
7032036674118691619	Neuron electric scooter
8850083772277654164	Not Interested
654803783157364065	Neuron electric scooter
5320803962784009243	Not Interested
8018777939866160755	Neuron electric scooter
4411328560964401826	Neuron electric scooter
5595158733392093012	Not Interested
5107777506016100632	Neuron electric scooter
k184782875357414406	Neuron electric scooter
m211648359587369374	Neuron electric scooter
m662016445953158457	Not Interested
7872223329745611428	Not Interested
z92657481953267000	Not Interested
k948863062511881188	Neuron electric scooter
1333415450943389639	Not Interested
z146527668080153032	Not Interested
7870638364705594921	Not Interested
z917274751315460991	Not Interested
3212243610990989950	GoCar
r171819356491539320	Not Interested
7138641482410131676	Not Interested
7327415203788830860	Not Interested
3665843952671556213	Not Interested
k593169351087474275	Neuron electric scooter
l196341185992221851	Not Interested
h078124635783657992	Not Interested
z011936488831229098	Not Interested
6490082689303990888	Not Interested
8463832978317968527	Not Interested
k565110340373313927	Neuron electric scooter
h023472667148392884	Not Interested
3458918406765514128	Not Interested
u547909160530405699	Neuron electric scooter
l449062916728427888	Neuron electric scooter
7335352528398879346	Not Interested
6748993503449638261	Not Interested
5133485620660102177	Neuron electric scooter
6927081542301252065	Not Interested
7975358388202383045	GoCar
1974906746373444382	Not Interested
3710458076494596953	Not Interested
8402124006047832147	Not Interested
m668478194848738585	Neuron electric scooter
90940953181684473	Not Interested
5680634097617142460	Not Interested
h268755131314211470	Not Interested
h309554035804635380	Not Interested
d164743933694660755	Not Interested
38746113010704150	Not Interested
8826610348628529551	Not Interested
z721701477884619760	Neuron electric scooter
z206058025357069702	Not Interested
k301468677168274420	Neuron electric scooter
l661824705679896092	Not Interested
7252984959918795821	Not Interested
1439231266668503971	Neuron electric scooter
2058268992845965214	Not Interested
m299489509080722102	Not Interested
6370743995843075660	Neuron electric scooter
9162079497198251267	GoCar
6431965853087352466	Not Interested
1943134752229164740	Not Interested
m194715787556418102	Not Interested
2610882575950180057	Neuron electric scooter
z641599123002506295	Neuron electric scooter
6847801577937202211	Not Interested
k639755462350675137	Not Interested
l443570786157336127	Neuron electric scooter
3953612813127546911	Neuron electric scooter
h926070546097195889	Not Interested
1347222024610839029	Not Interested
h754770636296119855	Not Interested
2156216136778860833	Not Interested
m264937512537627666	Not Interested
3329195846790634770	Not Interested
m743585852496350604	Neuron electric scooter
l759332149242662504	Not Interested
l162695186009548518	Not Interested
d186349208441685062	Neuron electric scooter
4794388463866228719	Not Interested
5431409865511872982	Not Interested
4412250489584585314	Not Interested
z016534814167997543	Not Interested
7135958201963527823	Not Interested
r127454988046585349	Not Interested
5709664077233200495	Neuron electric scooter
8906383985877801761	Not Interested
5645646417435384025	Neuron electric scooter
z384130465847210786	Not Interested
6599452843308859462	Not Interested
1027575370151501830	Not Interested
u832408493379095560	Neuron electric scooter
k997751368361716940	Not Interested
2513118274992644421	Not Interested
u838613736351619587	Not Interested
l798774551742988616	Neuron electric scooter
u767140705676433280	Neuron electric scooter
2424789873486395430	Neuron electric scooter
h137621019711233581	Not Interested
u610458335373645587	Not Interested
6906531492021896175	Neuron electric scooter
h685618930806337422	Neuron electric scooter
7727474541983035468	Not Interested
u781495862315552729	Neuron electric scooter
8182434407884202709	Not Interested
6317505492546048332	Neuron electric scooter
4891524586074993678	Not Interested
3290362379643553969	Not Interested
u82592388435650697	Neuron electric scooter
2445457804328273547	Not Interested
2557038241142781650	Not Interested
2461412867954942861	Not Interested
6838783127207830616	Neuron electric scooter
4867654996373543706	Not Interested
8479005790527852829	Not Interested
q571316913597107876	Neuron electric scooter
q328433297821228763	Neuron electric scooter
9136406422074223060	Neuron electric scooter
119690992728965442	Neuron electric scooter
u140595237486024853	Neuron electric scooter
q815697117762144913	Neuron electric scooter
8811819080692020568	Neuron electric scooter
h964694291946197159	Not Interested
q968444897150938190	Not Interested
m158165988959104295	Not Interested
u626061642424396257	Neuron electric scooter
l640994965327442652	Not Interested
1022664731215330163	Neuron electric scooter
d074004244983946856	Not Interested
k283516848469255527	Neuron electric scooter
h15557881533578175	Neuron electric scooter
z087095854373757559	Neuron electric scooter
5305130457380008428	Not Interested
q879327946343319402	Neuron electric scooter
7693858749692069003	Not Interested
8786693732089651789	Not Interested
r43657916886840673	Neuron electric scooter
2594908649789090366	Not Interested
k008039553307277235	Not Interested
q33542179583983992	Neuron electric scooter
z249869501634398645	Neuron electric scooter
m269156858438475224	Not Interested
r632158999166511878	Neuron electric scooter
m575077867737851695	Neuron electric scooter
7125468352930625085	Not Interested
4871435117350576224	GoCar
5198962917147886737	Not Interested
1688293049835816894	Neuron electric scooter
5454127429405400794	Not Interested
l753421789341673560	Not Interested
d119441341989711348	Neuron electric scooter
m970775844082401301	Neuron electric scooter
r240784329290319466	Neuron electric scooter
h190316052843383993	Not Interested
k555198979595028502	Not Interested
u21259704750463405	Neuron electric scooter
m21364718120651729	Not Interested
d046979883155898200	Not Interested
q165779992947880821	Neuron electric scooter
r725118006996665858	GoCar
k309753801821130672	Not Interested
k249272757510263728	Not Interested
q884623325188556479	Neuron electric scooter
7788435017186698745	Not Interested
q743043838913722848	Not Interested
m580688325478049685	Neuron electric scooter
4333047970553315725	Not Interested
l680405964589976623	Not Interested
8612335398608333817	Not Interested
6793366254991584596	Not Interested
3729010769607419270	GoCar
2351951643565405328	Neuron electric scooter
z732720723769033063	Not Interested
m379011995994973373	Not Interested
u577916811792433521	Not Interested
l91796475122312899	Not Interested
2275857122691509047	Not Interested
5067056450587081821	Neuron electric scooter
4972520890395422444	Neuron electric scooter
z089211931995236352	Neuron electric scooter
7535529404321486862	Not Interested
7146109889916300014	Neuron electric scooter
4779810974054263344	Neuron electric scooter
2896504752862878178	Neuron electric scooter
3041507771339844608	Not Interested
r196698777799781271	Not Interested
4292549177632553853	Not Interested
1374845404396373110	Not Interested
r928416663669341110	Not Interested
5091415894578135153	Neuron electric scooter
5510246097373272789	Not Interested
3595943989486112313	Not Interested
3313791580874449053	Not Interested
r958027248904357681	Neuron electric scooter
3543741969708717938	Not Interested
1456285895483570566	Not Interested
h651595502920810566	Not Interested
4432552569323847232	Not Interested
1165210349874739399	Neuron electric scooter
q332933236801549158	Not Interested
6157339050037974038	Not Interested
u908012508900859712	Not Interested
99908011289678683	GoCar
h89711054535516726	Neuron electric scooter
3365617598575139691	Not Interested
819314360456652985	Not Interested
4554812741654750427	GoCar
3883371810279771836	Not Interested
d050536502509673875	Neuron electric scooter
7346444870161713842	GoCar
u650233971265582650	Neuron electric scooter
r714227112193115101	Neuron electric scooter
z323333907408083136	Neuron electric scooter
m263125848807767009	Not Interested
z331896938582692414	Not Interested
2934320500483832404	Not Interested
6861229064869590682	Not Interested
r541761212981195673	Not Interested
8663354827671023396	Not Interested
1661400752839964049	Neuron electric scooter
1209160940935210791	Not Interested
2456797867981475478	Not Interested
4353170186027863264	Neuron electric scooter
q568521029632609231	Not Interested
u544656957327280811	Neuron electric scooter
4383168192304609017	Not Interested
h541924848569967788	Not Interested
q089201078510487244	Not Interested
9049264397543188164	Not Interested
7672549270104278855	Not Interested
1466137201370907062	Not Interested
l649002402968963663	GoCar
z35740128521812983	Neuron electric scooter
757512867809240213	Not Interested
k355520109610024773	Not Interested
k831720937380496811	Not Interested
r292279004042469000	Neuron electric scooter
4132067990048006414	Not Interested
u472207080672782964	Not Interested
r16167555507305387	Neuron electric scooter
h53711755503910374	Not Interested
1275466862368050426	Neuron electric scooter
3923159126939184893	Not Interested
r954833149493799911	Not Interested
m050701803770177327	Neuron electric scooter
2576700494053276366	Neuron electric scooter
m553782547006156645	Neuron electric scooter
6057695669403776344	Neuron electric scooter
1000389532835354059	Not Interested
l617608755558127924	Neuron electric scooter
3430928970460114523	Not Interested
1774540725913287844	Not Interested
k700378945507805187	Neuron electric scooter
l573342773139276514	Neuron electric scooter
z532611508298357532	Not Interested
5951013994915519365	Not Interested
r714783009943028634	Not Interested
5246341061046704529	Not Interested
r287237414696701248	Not Interested
5420190174260930455	Not Interested
2849650139187334690	Not Interested
k481124574486746362	Neuron electric scooter
4452969456020383031	Not Interested
3681976394288849827	Neuron electric scooter
2514107451546441730	Not Interested
q437313980662556303	Neuron electric scooter
7023070574565613098	Not Interested
1737215414435447604	Not Interested
r318115249369957419	Neuron electric scooter
l838292888818368179	Not Interested
z713963296497902040	Not Interested
2910778861129957907	Not Interested
2826890697723481688	Not Interested
u423517842437183084	Not Interested
3363494272342176770	Not Interested
7822930445328942952	Not Interested
l3450967839943690	Neuron electric scooter
m799847241601603321	Not Interested
r949337111505991603	Not Interested
m310382853199519808	Neuron electric scooter
z206065891373053080	Not Interested
m849663505155149433	Not Interested
z67541091748015171	Neuron electric scooter
82156488537483753	Not Interested
5667296845831350796	Neuron electric scooter
l345179659434293479	Not Interested
6312682552059161131	Not Interested
6758330918927302661	Not Interested
l43547387572911123	Neuron electric scooter
3194824759739485608	Neuron electric scooter
r851126700354289237	Not Interested
h791271087577668855	Neuron electric scooter
h904460266499189508	Not Interested
31962813960191310	Not Interested
k944102733919914855	Neuron electric scooter
h978051814590011793	Not Interested
z195350155081961702	Neuron electric scooter
2867501194982581704	Not Interested
l784221264504203934	Not Interested
1754290973653385875	Not Interested
961250579740258118	Not Interested
873761754443763812	Not Interested
z878358596087095906	Neuron electric scooter
1621542434953896084	Not Interested
3580830517154090106	Not Interested
l994945958737550828	Not Interested
l317243682115382575	Not Interested
m086607682770248367	Not Interested
h603953959089304332	Not Interested
q20195336346261138	Neuron electric scooter
h979279745917543801	Not Interested
k074655273731415875	Not Interested
r196697678288153060	Neuron electric scooter
h575328320039708626	Not Interested
7240780902930628729	Neuron electric scooter
h411863904375304222	Not Interested
6785431201483627943	Not Interested
r115803784258365419	Not Interested
k734058972620851009	Not Interested
z934835798838851711	Neuron electric scooter
z64601649992902392	Neuron electric scooter
4853404529422704383	Neuron electric scooter
z394538867427518631	Neuron electric scooter
354921688066233989	Neuron electric scooter
u152831179960163808	Neuron electric scooter
r17522227012653495	Not Interested
2500235382608126209	Not Interested
6524775097527954814	Neuron electric scooter
4984223881929410516	GoCar
h261389296703074584	Neuron electric scooter
6468127539009081526	Neuron electric scooter
u015560513353281222	Not Interested
6738531231021299485	Not Interested
q576006049872111480	Not Interested
k354556941241013748	Neuron electric scooter
z412162963271101005	GoCar
r006614005820145939	Not Interested
5617422294870238579	Not Interested
3941344348752829808	Neuron electric scooter
r227933841377073683	Not Interested
1613825801763635317	Not Interested
4653162181616490094	Neuron electric scooter
4475609571223063395	Neuron electric scooter
k284092359062156973	Not Interested
k403416431010067753	Neuron electric scooter
6536498570866321144	Not Interested
4784170524441540412	Not Interested
1812951516852524891	Neuron electric scooter
q256820494304433403	Neuron electric scooter
u170906316031774894	Not Interested
2200104473841654066	Not Interested
1504571489339091910	Neuron electric scooter
4438963643000738656	Not Interested
h213114272227974419	GoCar
3902672379907337240	Not Interested
m326908838929120991	Not Interested
8372928727430790277	Not Interested
9108751668195726050	Not Interested
l060181959045248562	Neuron electric scooter
h84382079496980738	Neuron electric scooter
h668347437647264074	GoCar
1252730634872152728	Not Interested
r420084682968085808	Not Interested
1206055301266026332	Neuron electric scooter
1989544549305446726	Not Interested
8006899252427800590	Not Interested
9106886651818470697	Not Interested
h336668194027061874	Not Interested
4488082293084900503	Not Interested
l296752566628604280	Not Interested
780003982101626191	Not Interested
7197464420340227948	Not Interested
1198319093291130424	Not Interested
1381086997415232191	Not Interested
q252764127017525690	Neuron electric scooter
5754120351537462219	Not Interested
u427916144331944596	Neuron electric scooter
k975896266904973533	Neuron electric scooter
2104364599105789796	Neuron electric scooter
3148767294658705683	Not Interested
r303234380072929969	Neuron electric scooter
1878360050918847769	Neuron electric scooter
4524627346202752878	Not Interested
8709957841886124303	Not Interested
8707262494076457509	Neuron electric scooter
r183757208644805619	GoCar
241259507990622812	Not Interested
1351703254485110970	Neuron electric scooter
7793415836359561537	Neuron electric scooter
8712153522005739421	Not Interested
z541758834951225650	Not Interested
q564770721141364715	Not Interested
z412126999751538422	Not Interested
1896253634795894054	Not Interested
3914165778507976803	Not Interested
k222656616129521473	Not Interested
z321863650308833548	Not Interested
1881679147889879472	Not Interested
d214101021500204444	Not Interested
8750114245979959476	Not Interested
411645320481887287	Not Interested
5645795370352900463	Not Interested
m925738429484247384	Not Interested
1569156571623399950	Not Interested
1696919583765098528	Not Interested
2431484412177933859	Neuron electric scooter
h080725088131244096	Not Interested
1475051418189938711	Neuron electric scooter
l907861411998365094	Not Interested
9062003867452217438	Not Interested
m699658803967487676	Neuron electric scooter
603887596208945047	Not Interested
1586110992810562414	Not Interested
2297143431181665600	Not Interested
1092549624519682557	Neuron electric scooter
8137929337241821707	Not Interested
l038183413083449230	Neuron electric scooter
8609910794452445805	Neuron electric scooter
l04564319816599988	Not Interested
7821351259078789157	Not Interested
3654285494327471	Neuron electric scooter
8008333479149591895	Not Interested
q046487107927229554	Not Interested
d023574825456400334	Not Interested
h069691294051131130	Neuron electric scooter
k91947551233431789	Not Interested
u661844354030653821	Not Interested
4521306472970851962	Not Interested
q596169608412844192	Neuron electric scooter
u677053295445464867	Not Interested
z856353307466846452	Not Interested
k24359856731269215	Neuron electric scooter
7312574034090888663	Neuron electric scooter
573437973919551115	Not Interested
3221710114400811103	Not Interested
r479308419779577394	Not Interested
u409434364047357639	Neuron electric scooter
4360899420005960099	Not Interested
r674559993459448517	Neuron electric scooter
q473430203194008603	Neuron electric scooter
7100988605733818098	Not Interested
l624441057649753538	Not Interested
3988605741819716071	Not Interested
344232137857090442	Not Interested
5393408725852770712	Not Interested
d185303742872262661	Neuron electric scooter
6220025030651999067	Not Interested
7578934587467795301	Not Interested
m443368113801724106	Neuron electric scooter
q330855961854017745	Not Interested
z677322759709632672	Not Interested
5583506537422904891	Not Interested
k257135734712563180	Not Interested
9097195894656894742	Not Interested
l325742768446984003	Not Interested
2320701261151861624	Not Interested
q717855472243596872	Not Interested
3163244622924268422	Not Interested
2672584613158465453	Not Interested
u397124547369530582	Not Interested
6101544892335333553	Neuron electric scooter
7511025254518933157	Not Interested
5096267058031714112	Not Interested
q193888441653103104	Neuron electric scooter
m96275166612352691	Not Interested
3228553758670123700	Not Interested
2892580421753299978	Neuron electric scooter
z687278433188523856	GoCar
l622453762768808099	Neuron electric scooter
6899468656983246391	Neuron electric scooter
z238394305888057825	Not Interested
z216976331224032305	Not Interested
4090838707342841901	Not Interested
6579876392493755838	Not Interested
z282718890525533677	Not Interested
5247428982630240593	Not Interested
5317765493338118150	Not Interested
q125337220643132399	Neuron electric scooter
4627871802086779995	Not Interested
343338482459634906	Not Interested
914735001912971441	Not Interested
u731367664797188247	Not Interested
5666198361096637758	Not Interested
k3184156351538645	Not Interested
3547071026133641852	Neuron electric scooter
5294411638152557319	Neuron electric scooter
8490734905058442902	Not Interested
6575569365119967665	Not Interested
r339986472698355076	Neuron electric scooter
8000832508985182628	Not Interested
r533706052292129190	Not Interested
z187213436624404561	Not Interested
2280968995430477320	Neuron electric scooter
r90256594662455913	Not Interested
8624027849999226463	Not Interested
l99308179729587509	Neuron electric scooter
4424899122383543417	Not Interested
7916449916496342177	Not Interested
k689416923096296600	Neuron electric scooter
5075514321972268785	Neuron electric scooter
4793015439020412201	Neuron electric scooter
8882269984106050157	Not Interested
h722409560515590398	Neuron electric scooter
z898914094502800922	Not Interested
u667776010235133479	Not Interested
z232103621460609087	Not Interested
7967462925316959278	Not Interested
r344229591126241255	Neuron electric scooter
531979626454866524	Not Interested
6279048664738953249	Not Interested
2669868189448691217	Not Interested
986735373234400116	Not Interested
3729878876294242785	Neuron electric scooter
k942279009205275534	Neuron electric scooter
u03348720872761612	Neuron electric scooter
d57668379987454208	GoCar
r821720118091828393	Not Interested
5305512334789030261	Neuron electric scooter
3805409646947572280	Not Interested
7901681751203997480	Not Interested
4524196275824084092	Neuron electric scooter
6304263626722895704	Not Interested
2123462650307790277	Neuron electric scooter
7733842627520283555	Not Interested
q45711809351181637	Neuron electric scooter
k411818847313244041	Neuron electric scooter
5378293655795794814	Neuron electric scooter
r427781668198184524	Not Interested
q288959810481412967	Not Interested
5898914933091253352	Not Interested
h991485222098021553	Neuron electric scooter
r30222235306407226	Not Interested
7900283891260723941	Not Interested
1583946295212355013	Not Interested
1725553905116731103	Not Interested
z568633959854601649	Neuron electric scooter
z043255950488226598	Not Interested
r24127725263073057	Not Interested
8917617277080241509	Not Interested
1476890674740732211	Not Interested
u255626058879650556	Neuron electric scooter
6534468018067107365	Not Interested
540808354039872704	Not Interested
k02828780880879128	Neuron electric scooter
5402267480804121652	Neuron electric scooter
1914557082975286394	Not Interested
d040927540262338693	Not Interested
l048532728303746445	Not Interested
6289675480157805979	Not Interested
3007353668364870600	Not Interested
z412880203432680205	Not Interested
2660082666613918481	Not Interested
l779712083644404712	Not Interested
2145540855573016238	Not Interested
5040043721276533289	Neuron electric scooter
h315746700334208754	Neuron electric scooter
r314816835868257121	GoCar
m388020970504928980	Not Interested
u734268417212304987	Not Interested
m306127167870539083	Not Interested
u409855623149503388	Neuron electric scooter
7908756555080780307	Neuron electric scooter
3214019496474156092	Not Interested
2452817378384200359	Not Interested
1131378726430867756	Not Interested
3441300258540086376	Not Interested
158054584960627395	Not Interested
z976047615022320173	Neuron electric scooter
2148144229743075041	Neuron electric scooter
7294989240701995949	Not Interested
8683079398588787231	Not Interested
k688988173626039902	Neuron electric scooter
m398005934461762093	Neuron electric scooter
l232960442276727983	Not Interested
4990956672056681064	Neuron electric scooter
6139525951189085334	Neuron electric scooter
u006550239519829540	Not Interested
7916657952955634855	Neuron electric scooter
l441993798812397754	Not Interested
4417614142731247249	Not Interested
4540308890259392696	Neuron electric scooter
l823936710687027986	Not Interested
u256410690981227339	Neuron electric scooter
5113267338763146107	Neuron electric scooter
3338728412363230673	Not Interested
7016134292696377132	Not Interested
r785386983440417100	Not Interested
l211288510683045355	Neuron electric scooter
4489005268842842325	Not Interested
6189493160312676535	Not Interested
d23879111244738908	Not Interested
k075226223273712722	Neuron electric scooter
m661829142610440511	Not Interested
q564574490806323801	Not Interested
h058171168079291126	Not Interested
7472092056330460499	Neuron electric scooter
r408223765503529146	Not Interested
4255806839871750618	Neuron electric scooter
3481329026277078894	Neuron electric scooter
1138409832166589769	GoCar
q673788238879672317	Not Interested
l416081987451495905	Not Interested
u036336418590044333	Not Interested
8194928762549279579	Not Interested
m298134527502365912	Not Interested
1946973687374920029	Not Interested
2031370632447335971	Not Interested
3242580715713470863	Neuron electric scooter
l476271806371555374	Not Interested
r187161761441422731	Neuron electric scooter
h801186874166652930	Neuron electric scooter
m969061645594778647	Not Interested
6256436392862445732	Not Interested
k272789570434158251	Not Interested
l981434925284860770	Neuron electric scooter
4516769329287065030	Neuron electric scooter
5198948758386430132	Neuron electric scooter
7327508411651234761	Not Interested
8897703873837893097	Not Interested
423792480738588308	Not Interested
h09775335488487569	Not Interested
5442627386373612538	Neuron electric scooter
u069038162223894093	Neuron electric scooter
4098849430674850548	GoCar
l888946408030752188	Not Interested
2428708449636247872	Neuron electric scooter
m337725496541977792	Not Interested
l577136085018955048	Neuron electric scooter
z731666248402393031	Not Interested
l82068536936083847	Not Interested
q780211124736952711	Not Interested
h103964422881156911	Neuron electric scooter
7296582954975864787	Not Interested
8148017105789012766	Not Interested
3650730660699166245	Neuron electric scooter
k44973214370077499	Not Interested
m845298977221459564	Not Interested
1076908258972679218	Neuron electric scooter
r382989756647078557	Not Interested
1179431216407686795	Neuron electric scooter
254202237766380781	GoCar
4375951276539216882	Neuron electric scooter
6940734812826520046	Neuron electric scooter
r837703671297589518	Not Interested
1461133905417169222	Neuron electric scooter
4400500591048912089	Neuron electric scooter
l622367604446138601	Not Interested
k037731022840591659	Not Interested
5872883668882802501	Not Interested
r099777927986749133	Not Interested
4508981358875691185	Not Interested
1240508059142800577	Not Interested
q247035499052778156	Neuron electric scooter
3271486864017808091	Neuron electric scooter
8708168087284161970	Not Interested
3155259819593973943	Neuron electric scooter
6785391286104679837	Not Interested
6919124017492441651	Not Interested
l541560142123301135	Not Interested
2120031951592710109	Not Interested
5994256472757376988	Neuron electric scooter
r295378303516440743	Not Interested
6974310063779737219	Not Interested
8139040664277281143	Not Interested
r909009240547526509	Neuron electric scooter
h522625052026302167	Not Interested
m927360509523910177	Not Interested
6532810087996958769	Not Interested
4368352572892983839	Not Interested
h611614985487037773	Neuron electric scooter
6351103781246597615	Not Interested
k255128175304760280	Not Interested
l832095806474670239	Not Interested
924285458633581207	Not Interested
m10397597540758083	Not Interested
8971858337342464388	Neuron electric scooter
q238671051769404010	Neuron electric scooter
8076417524787850241	Not Interested
5238348813904410405	Neuron electric scooter
1937865961110987760	Neuron electric scooter
z906502353236127383	Not Interested
m867933084586516031	Neuron electric scooter
l268492681698966359	Not Interested
z544860507742762716	Neuron electric scooter
8955955247852516423	Neuron electric scooter
k297030126803007406	Not Interested
1533874319983442060	Neuron electric scooter
u217728407445340768	Not Interested
6738154869507265570	Not Interested
r529612457655212245	Neuron electric scooter
7680515592344356261	Neuron electric scooter
2139665931602666008	Not Interested
r756380777866120	GoCar
m21910134576047623	Not Interested
m214587423895701846	Not Interested
6944230599532310921	Not Interested
q803770059068932793	Not Interested
l398011016070449484	Neuron electric scooter
z668674219421732425	Not Interested
3126594971698714906	Neuron electric scooter
8378577557811977140	Neuron electric scooter
8134080614732054879	Not Interested
8872478296990517447	Neuron electric scooter
z645593451279708962	Neuron electric scooter
z174149509945078069	Not Interested
1039378989861941196	Neuron electric scooter
q846023337467256942	Neuron electric scooter
h153994932469972171	Not Interested
k975082891874069074	Not Interested
8356789438165192155	Not Interested
k051372393075796460	GoCar
r874847258925636210	Neuron electric scooter
8822866567779422837	Neuron electric scooter
k395953622461642503	Not Interested
r244834229764037823	Not Interested
z547346377386572674	Not Interested
3899226459986999637	Not Interested
l166541526090341761	Neuron electric scooter
5369972176495462830	Not Interested
1797326728799919134	Not Interested
r914314315800497671	Not Interested
k221272935579528727	Not Interested
k675675290972166321	Not Interested
6146795112924291423	Not Interested
6348789574327473909	Not Interested
1255575918969492571	Not Interested
r605080501220761504	Neuron electric scooter
6010584198902706016	Not Interested
r869387928893545588	Not Interested
6505384238038943161	Not Interested
u857857001179425557	Neuron electric scooter
k96941438089513431	Not Interested
h720418044197542567	Neuron electric scooter
1029426547330992184	Not Interested
7357429369791839244	Neuron electric scooter
k788033560778877029	Not Interested
1519173527110774565	Neuron electric scooter
7527566305458050734	Not Interested
6612604340420854723	Neuron electric scooter
1704888698586866073	Neuron electric scooter
7640768216748389760	Not Interested
5568724055533062505	Neuron electric scooter
4950908375709397987	Neuron electric scooter
m581657816151334093	Not Interested
6044224873375131785	Not Interested
r604118936700354716	Not Interested
895793365073689129	Neuron electric scooter
8666576231691553615	Not Interested
600442514390477105	Not Interested
m84013491685919756	Neuron electric scooter
80204855397787678	Not Interested
5934957638975503164	Neuron electric scooter
1200704669781757217	Neuron electric scooter
z301518327920884522	Not Interested
u515555601239061377	Neuron electric scooter
u356891918743939575	Not Interested
m982562108142058779	Not Interested
8244425592041655665	Neuron electric scooter
2137586038618234919	GoCar
h064327217033722400	GoCar
r730678268710167893	Not Interested
z292576590786036388	Not Interested
m279615043757835305	Neuron electric scooter
6934297695804679405	Not Interested
4716637142031568467	Not Interested
4944955249070969123	Neuron electric scooter
210511154679414134	Not Interested
z566150136812943961	Not Interested
u333818261397070985	Neuron electric scooter
k122109004786836673	Neuron electric scooter
7313375323349506940	Not Interested
28829557908979034	Not Interested
4073369579035297419	Not Interested
z994875272782766387	Not Interested
u851457033491679938	Neuron electric scooter
r10424318445884050	Not Interested
q457268300618150530	Not Interested
z892648452098593710	Not Interested
2102220401389717307	Not Interested
7568164688164660073	Not Interested
6320136646382899395	Not Interested
