MerchantCode	MerchantName	MerchantCategory	grid_id
5301m0i50urp	F&B Individual 138	F&B	166140.0
530cll5am001	Retail Chain 38	Retail	161930.0
530jh001rc5	Household Goods and Groceries Chain 9	Household Goods and Groceries	170347.0
531m0c00la5a	Retail Chain 29	Retail	164744.0
53490ibhd90	Services Individual 84	Services	169662.0
53500ing1gc0	Retail Chain 38	Retail	169645.0
535a0ric1t00	Retail Chain 38	Retail	163331.0
535e01t0ni0r	Retail Chain 21	Retail	176662.0
535geh0c01a0	Retail Chain 6	Retail	175967.0
53c0m5ll1a00	Retail Chain 38	Retail	160525.0
53cu0ne0e015	Retail Chain 38	Retail	171763.0
53cua910mn06	F&B Individual 15	F&B	177371.0
53g0ah15c00n	Household Goods and Groceries Chain 4	Household Goods and Groceries	168960.0
5530g0naic10	Retail Chain 38	Retail	172465.0
5530mc00la1l	Retail Chain 38	Retail	167551.0
553y000cwa1	Household Goods and Groceries Chain 4	Household Goods and Groceries	175261.0
555s40ies40n	Retail Individual 304	Retail	159817.0
556c130034740	Household Goods and Groceries Chain 4	Household Goods and Groceries	168244.0
55a0a010s3rc	Household Goods and Groceries Chain 4	Household Goods and Groceries	173855.0
55a30ag1c0i0	Household Goods and Groceries Chain 4	Household Goods and Groceries	163334.0
55ar0130im0c	Household Goods and Groceries Chain 4	Household Goods and Groceries	171060.0
55hai000l13i	Retail Individual 306	Retail	159826.0
55s0i01e3i0r	Transit & Travel Chain 2	Transit & Travel	165437.0
560l4g3oy05i	Services Individual 98	Services	177371.0
570id81b06h	F&B Individual 317	F&B	160527.0
57l20u6c4i0b	F&B Individual 376	F&B	176674.0
580ie9ur300s	F&B Individual 171	F&B	164740.0
58860897106i	Household Goods and Groceries Individual 17	Household Goods and Groceries	168951.0
5904a0c2r33	Retail Individual 15	Retail	178071.0
594ihb9d020	Retail Individual 264	Retail	177374.0
59s4000e6iuo	Retail Individual 186	Retail	171062.0
5a00ll1035cm	Retail Chain 38	Retail	168241.0
5a0ja01y03i5	Retail Individual 212	Retail	165437.0
5a0m1l05c0i3	Retail Chain 38	Retail	162627.0
5ad03a0501cn	Retail Chain 38	Retail	166841.0
5al0r340c12	Retail Chain 1	Retail	168246.0
5c00al51l30m	Retail Chain 38	Retail	165441.0
5c030051iio	Household Goods and Groceries Chain 4	Household Goods and Groceries	168254.0
5c05s01l03e	Household Goods and Groceries Chain 9	Household Goods and Groceries	164728.0
5c0am010l53l	Retail Chain 21	Retail	165432.0
5c0n010t3io5	Retail Chain 38	Retail	171758.0
5c1l5000wak3	Retail Chain 38	Retail	164038.0
5c1n0510083	Retail Chain 38	Retail	159821.0
5c37a300ob7t	F&B Chain 11	F&B	170358.0
5c3a10n0m0l5	Household Goods and Groceries Chain 4	Household Goods and Groceries	176666.0
5c4600a0222	Retail Individual 30	Retail	177365.0
5c8ei0r5504s	Retail Individual 62	Retail	172449.0
5cj05r3001h	Household Goods and Groceries Chain 9	Household Goods and Groceries	171044.0
5cm3i00a1a05	Household Goods and Groceries Chain 4	Household Goods and Groceries	171748.0
5cu3l00o0h51	Household Goods and Groceries Chain 4	Household Goods and Groceries	166144.0
5do0103c5h0	Household Goods and Groceries Chain 4	Household Goods and Groceries	165443.0
5e0oc0u26s56	F&B Individual 32	F&B	174561.0
5e5e22070riy	F&B Individual 326	F&B	176667.0
5ed0a3c5r001	Retail Chain 38	Retail	164035.0
5el35cra0010	Household Goods and Groceries Chain 4	Household Goods and Groceries	159121.0
5er3c001i5s0	Services Individual 20	Services	172450.0
5ewi5100p30	Retail Individual 275	Retail	160526.0
5g90cno760p0	F&B Chain 61	F&B	163323.0
5gg10i3p005	Retail Individual 157	Retail	174574.0
5gu013htc500	Retail Chain 38	Retail	168943.0
5hlc0103le05	Transit & Travel Chain 2	Transit & Travel	178075.0
5i0d40o30oh3	Services Individual 144	Services	168250.0
5ia00tn1350c	Household Goods and Groceries Chain 4	Household Goods and Groceries	171756.0
5ig200d36ni3	Household Goods and Groceries Individual 51	Household Goods and Groceries	168952.0
5iudoi005703	Retail Individual 73	Retail	170340.0
5ja0ac1350r0	Retail Chain 38	Retail	162633.0
5jmk302c0105	Household Goods and Groceries Chain 4	Household Goods and Groceries	168944.0
5kc0ip31005	Household Goods and Groceries Chain 4	Household Goods and Groceries	170349.0
5l0a087ion10	Retail Individual 189	Retail	169640.0
5l0o3c1s0i05	Household Goods and Groceries Chain 7	Household Goods and Groceries	171051.0
5l13ce00d0w5	Retail Chain 38	Retail	162623.0
5la50u0ac013	Retail Chain 38	Retail	176665.0
5ma50cll3100	Retail Chain 38	Retail	171750.0
5mc01ae890t3	F&B Chain 28	F&B	169638.0
5n00f5202uc	F&B Individual 6	F&B	164040.0
5n2h3580eci0	F&B Individual 137	F&B	167551.0
5n8sc0se3041	Retail Individual 54	Retail	164739.0
5ni9o1la3200	Retail Individual 298	Retail	173869.0
5o5co931i0h0	Retail Individual 163	Retail	168954.0
5piw015e030	Retail Individual 214	Retail	172469.0
5r0mc0i130u5	Household Goods and Groceries Chain 7	Household Goods and Groceries	171054.0
5r3a0c005a1t	Household Goods and Groceries Chain 4	Household Goods and Groceries	174560.0
5r3m05a0uc10	Retail Chain 38	Retail	165429.0
5r5ay1c3e000	Household Goods and Groceries Chain 4	Household Goods and Groceries	172469.0
5ra51003c0eg	Household Goods and Groceries Chain 4	Household Goods and Groceries	174559.0
5ra990b003i	F&B Individual 399	F&B	161219.0
5ri051m030uc	Household Goods and Groceries Chain 7	Household Goods and Groceries	168950.0
5riyg51e0003	Transit & Travel Individual 10	Transit & Travel	170340.0
5s105o03k0nc	Retail Chain 38	Retail	173862.0
5s3cnaa00051	Household Goods and Groceries Chain 4	Household Goods and Groceries	167550.0
5s51300c20s	F&B Chain 4	F&B	168244.0
5sh0oi1p2000	F&B Individual 204	F&B	174570.0
5t0c00m53i1	Retail Individual 289	Retail	172464.0
5t3100arc50u	Household Goods and Groceries Chain 4	Household Goods and Groceries	168957.0
5to0a7u2i302	Services Individual 101	Services	173164.0
5u10053e0ck	Retail Chain 29	Retail	166842.0
60013nec8hc2	F&B Individual 86	F&B	177371.0
60020ifec1a0	F&B Individual 277	F&B	159820.0
600614lmlac5	Retail Chain 7	Retail	171754.0
600bh0i153d	Retail Individual 314	Retail	173152.0
600et0370ai_	F&B Chain 73	F&B	161923.0
6016n12iac0g	F&B Chain 50	F&B	168256.0
604i5i81s0lt	Retail Individual 144	Retail	169658.0
604m0e9gin01	F&B Individual 406	F&B	160527.0
6053i540ueos	F&B Individual 155	F&B	160519.0
609o006t2rcy	F&B Individual 112	F&B	175973.0
60a2s1t5a0i7	F&B Individual 256	F&B	174568.0
60cdk20499cu	F&B Individual 31	F&B	166850.0
60db8i9_105h	Services Individual 76	Services	161231.0
60p162i30m	Retail Individual 221	Retail	178073.0
60s0l7e3b03i	Services Individual 35	Services	166150.0
61_p50l5it09	Retail Individual 308	Retail	173868.0
63ie00m1y61d	Services Individual 83	Services	160523.0
64t0io202ni2	Retail Individual 95	Retail	170356.0
655iil+0075	Retail Individual 126	Retail	169638.0
670h300bid0	Services Individual 40	Services	176677.0
68657ildao00	F&B Individual 217	F&B	173868.0
6_7ho1c0p400	F&B Individual 97	F&B	177377.0
6e7s00ca39y1	F&B Chain 58	F&B	170361.0
6eyl17330lc0	F&B Chain 21	F&B	160521.0
6ii40860m1ai	F&B Individual 354	F&B	165444.0
6inc01a0g216	F&B Chain 50	F&B	164036.0
6l7ce2cl6005	Retail Individual 34	Retail	171757.0
6oy0tc095r70	F&B Chain 61	F&B	164741.0
6r1301g0kc3o	Household Goods and Groceries Chain 1	Household Goods and Groceries	173164.0
6r50305c0t1	Household Goods and Groceries Chain 4	Household Goods and Groceries	173163.0
6u03t310nlc7	Retail Chain 14	Retail	178079.0
6uri0te33480	Services Individual 124	Services	175961.0
7005hi74db1	Retail Individual 125	Retail	164037.0
700idi0e59s8	Retail Individual 281	Retail	172456.0
7010c08lr2at	Retail Chain 23	Retail	177376.0
7010ip2o7h6	F&B Individual 413	F&B	160517.0
70548ac306	Services Chain 1	Services	165430.0
7092ck2ui0j4	F&B Individual 102	F&B	175964.0
70d20bhi710	Services Individual 79	Services	162629.0
70da21n00ac8	Services Chain 2	Services	168247.0
70i0eca4r374	Retail Individual 253	Retail	176677.0
70mlca90l506	F&B Chain 61	F&B	171056.0
70n0s4gu4c65	Household Goods and Groceries Individual 10	Household Goods and Groceries	173862.0
70n540oi1al6	Retail Individual 223	Retail	166847.0
70ocn8p0g021	Retail Chain 26	Retail	176662.0
70rucpi02801	F&B Chain 35	F&B	161228.0
711ds0ein023	Retail Individual 178	Retail	162629.0
71a800ec0g2h	Retail Chain 25	Retail	168936.0
71c8m0a200al	F&B Chain 26	F&B	171054.0
71des55i0l30	F&B Chain 71	F&B	164026.0
71i8rlc002u0	Retail Chain 24	Retail	170347.0
71ise7ri9030	Services Individual 137	Services	163330.0
71yt80c02c0i	F&B Chain 16	F&B	176667.0
7200y01llce8	F&B Chain 39	F&B	174558.0
723tu2020iao	Services Individual 123	Services	173865.0
7240o30i2dui	Retail Chain 43	Retail	167537.0
729armck0105	F&B Chain 14	F&B	167539.0
73i1c0re036l	F&B Chain 52	F&B	175268.0
73tril06103a	Retail Individual 206	Retail	175276.0
74030y4rdni0	Services Individual 63	Services	161920.0
740a6ic0t25	F&B Individual 27	F&B	163324.0
740rc00t8a4	Services Chain 3	Services	167544.0
74c6a0m02a9	Services Individual 3	Services	161230.0
75o310co0ng6	F&B Individual 120	F&B	168956.0
7600c09yi5tc	F&B Chain 61	F&B	162625.0
780t1yc002ci	F&B Individual 43	F&B	162623.0
78a000r1sgi2	Services Individual 60	Services	175966.0
78n01200ilio	Retail Individual 263	Retail	168251.0
796io005di0u	Services Individual 106	Services	171765.0
7c0o30t0t3a6	F&B Chain 59	F&B	167541.0
7c1i3u60pr30	Retail Chain 12	Retail	166134.0
7c2u800gt0h1	F&B Chain 35	F&B	161926.0
7cc1t63i0y03	Retail Chain 18	Retail	167550.0
7el5s08i030d	F&B Individual 287	F&B	172464.0
7g780505iint	Retail Individual 251	Retail	167540.0
7i82k0la00c1	F&B Chain 57	F&B	166148.0
7iin33o0l610	F&B Individual 322	F&B	169653.0
7l200ml81c0a	Retail Chain 24	Retail	170348.0
7l5a009c50ml	F&B Chain 27	F&B	166138.0
7lca0218a00m	Retail Chain 16	Retail	166847.0
7lu1r603i0c3	Retail Chain 14	Retail	164728.0
7p0n1o002c8g	Services Chain 9	Services	167539.0
7pli02t2011	Retail Individual 91	Retail	175978.0
7reim7200a01	F&B Individual 247	F&B	168236.0
7t01r8002ecn	Retail Chain 28	Retail	176663.0
7ua00ce018r2	F&B Chain 35	F&B	167538.0
800nya196c2w	F&B Chain 19	F&B	165431.0
802cu107ajm0	F&B Chain 60	F&B	170362.0
8031e_0m0c0e	F&B Chain 51	F&B	174570.0
804ien10tr31	Services Individual 93	Services	178774.0
8058iigtn430	Retail Individual 204	Retail	167554.0
80702a2e0gi1	F&B Individual 185	F&B	169662.0
80720amllc01	Retail Chain 24	Retail	166849.0
807cmj12u0a0	F&B Chain 18	F&B	162623.0
807rlcat1200	F&B Chain 60	F&B	164039.0
80a0m1c07la2	Retail Chain 24	Retail	166132.0
80ca2j00a7y1	Retail Chain 9	Retail	175275.0
80d0122ma8ia	F&B Individual 302	F&B	174565.0
80e7c120ru0a	F&B Chain 39	F&B	178071.0
80h063bdi00	Services Individual 87	Services	176667.0
80pg10o72n0c	Retail Chain 27	Retail	162633.0
810gncpa7002	F&B Chain 35	F&B	168959.0
8170clmal200	F&B Chain 26	F&B	166144.0
81aml70l2c00	F&B Chain 60	F&B	164744.0
81c30081310	F&B Individual 57	F&B	169639.0
81t0rc0c072	Retail Chain 22	Retail	166847.0
820c230lea4s	F&B Individual 74	F&B	168947.0
820rnte070c1	Household Goods and Groceries Chain 5	Household Goods and Groceries	165442.0
8217m00che0o	F&B Chain 26	F&B	170351.0
83358n0yri0e	Retail Individual 187	Retail	168238.0
8401c82s0ni	Household Goods and Groceries Individual 7	Household Goods and Groceries	167542.0
8521n0apc0g4	Retail Chain 13	Retail	163334.0
8703i0st8en2	F&B Individual 409	F&B	167551.0
87hdb4i0801	Household Goods and Groceries Individual 29	Household Goods and Groceries	170361.0
89ot0ilf0106	F&B Individual 192	F&B	174560.0
8alt7001c02r	F&B Chain 26	F&B	167536.0
8c10ts7002hg	F&B Chain 37	F&B	174567.0
8c12py8i000c	F&B Individual 89	F&B	174556.0
8c720a00u21	F&B Chain 39	F&B	175259.0
8c7a2a001i0r	F&B Chain 32	F&B	166845.0
8ca120007bru	Retail Chain 22	Retail	178069.0
8gd2i0i9n804	Household Goods and Groceries Individual 54	Household Goods and Groceries	165429.0
8ict21y00c07	F&B Chain 32	F&B	178074.0
8irt440e3n07	Services Individual 42	Services	171749.0
8its95a0010e	F&B Individual 384	F&B	169655.0
8n02g4c9oh00	Retail Individual 45	Retail	173151.0
8n1g63i0yi06	Retail Individual 108	Retail	162627.0
8p04o09g0n2c	Retail Chain 5	Retail	176667.0
8r20is7ce010	Services Chain 2	Services	168236.0
8ri5400ie23p	Retail Individual 242	Retail	162633.0
8t5i1ure0031	Services Individual 81	Services	176665.0
8y00s6a03i1i	Services Individual 65	Services	161926.0
9002dir2n2e1	F&B Individual 205	F&B	167554.0
900ai5t1c40n	Retail Individual 53	Retail	166838.0
900niho463o5	F&B Individual 193	F&B	178772.0
900t221cn12	Retail Chain 11	Retail	167555.0
9020v57mc1	Retail Chain 18	Retail	175962.0
902al0lc212	Retail Chain 39	Retail	164730.0
902o01as22i	Household Goods and Groceries Individual 48	Household Goods and Groceries	172452.0
9035c00oy4u	F&B Individual 28	F&B	167538.0
90c22r0n2a1	F&B Chain 41	F&B	172465.0
90c2l202n1io	F&B Chain 45	F&B	166147.0
90cf08e90ia4	F&B Individual 318	F&B	166146.0
90hc03d05b0	Services Individual 15	Services	170361.0
90in0ra1604t	F&B Individual 414	F&B	162626.0
90l21eisd220	F&B Individual 285	F&B	173864.0
90t0a2nr212i	F&B Individual 370	F&B	166131.0
91m2l0a202c	F&B Chain 41	F&B	173868.0
91o2i0ni0t22	Household Goods and Groceries Individual 36	Household Goods and Groceries	170361.0
92010ua2cb2	Services Chain 8	Services	176674.0
920cac2e012	F&B Chain 40	F&B	173169.0
920cr20a12s	F&B Chain 41	F&B	169657.0
920i2i1n2tg0	Services Individual 96	Services	174561.0
920u0221clai	F&B Chain 22	F&B	167550.0
92100m22sc	F&B Chain 64	F&B	172451.0
9222ie0in0t1	F&B Individual 391	F&B	164038.0
922ng12ac00	Retail Chain 20	Retail	159822.0
92fc201e20a	F&B Individual 54	F&B	166151.0
92i0203213c2	F&B Individual 186	F&B	175973.0
92ic21t0y02	F&B Chain 41	F&B	163335.0
92r201n2a0iy	Household Goods and Groceries Individual 56	Household Goods and Groceries	175259.0
92t1202rm0ai	F&B Individual 394	F&B	168244.0
930o5arl004c	Retail Individual 43	Retail	164738.0
931i4ev0i05c	Services Individual 153	Services	160525.0
9337si00u0hi	Retail Individual 318	Retail	173158.0
93_1ic604o0	Retail Individual 232	Retail	175967.0
95did0uy2048	Retail Individual 105	Retail	174558.0
95la00k67ci0	F&B Chain 61	F&B	172452.0
96i2h0d024b	Retail Individual 109	Retail	175978.0
970a5h600dnc	F&B Chain 61	F&B	164041.0
9730t7gf7ii0	Retail Individual 229	Retail	173158.0
97u82u3ks0i0	F&B Individual 179	F&B	159820.0
9ai1854mef00	F&B Individual 215	F&B	170358.0
9c01220qh2	Services Chain 14	Services	165429.0
9c2s1n0202e	Services Individual 8	Services	175273.0
9ca9ie0013f0	F&B Individual 232	F&B	162632.0
9cl2k02n210	Retail Chain 3	Retail	173864.0
9crl2a22010b	F&B Individual 20	F&B	168950.0
9e22n010is2	F&B Individual 336	F&B	172456.0
9eu9o7s7c400	F&B Individual 34	F&B	174567.0
9h20i0sik035	F&B Individual 411	F&B	169640.0
9hem060o0c57	F&B Chain 61	F&B	169639.0
9i5n16a006zi	Household Goods and Groceries Individual 19	Household Goods and Groceries	177372.0
9ie00c9a8f45	F&B Individual 160	F&B	164732.0
9lb6a01c208	F&B Chain 19	F&B	165442.0
9ld83e10io08	F&B Individual 382	F&B	171764.0
9n0yoc30401	F&B Individual 121	F&B	159818.0
9o035m80cc6	Retail Individual 37	Retail	173872.0
9ou01i2i034d	Services Individual 64	Services	175272.0
9r22atc0012	Retail Chain 35	Retail	174560.0
9ti83b000oa4	F&B Individual 372	F&B	171055.0
9y212a00a2c	F&B Chain 54	F&B	162627.0
9yelc021220	Retail Chain 31	Retail	175969.0
_2e0i1063xc1	F&B Individual 191	F&B	175960.0
_5022i629m40	Retail Chain 44	Retail	176676.0
_i07390d0bh4	Retail Individual 291	Retail	166130.0
a00515m3alc0	Household Goods and Groceries Chain 4	Household Goods and Groceries	160527.0
a007nacd2180	Retail Chain 9	Retail	171050.0
a009y221ca2	F&B Chain 41	F&B	176670.0
a00i42ef00i3	F&B Individual 167	F&B	171054.0
a00wc31055yt	F&B Chain 8	F&B	160526.0
a010h3d5n50c	Household Goods and Groceries Chain 4	Household Goods and Groceries	163328.0
a0124w00ire1	Retail Individual 113	Retail	170345.0
a0180ign270c	Retail Chain 9	Retail	168258.0
a01cg53nw005	Retail Chain 38	Retail	177369.0
a01nj50g0c35	Household Goods and Groceries Chain 4	Household Goods and Groceries	165433.0
a0200kr87p1c	Retail Chain 27	Retail	174560.0
a022291caj0	Services Chain 13	Services	166131.0
a032005zc51	Retail Chain 38	Retail	168958.0
a092tn0c212	Services Chain 13	Services	168953.0
a0al505m13c0	Retail Chain 38	Retail	170351.0
a0cm0s1160t0	F&B Individual 49	F&B	174568.0
a0cr0728ka10	F&B Chain 18	F&B	166842.0
a0er0117m01i	F&B Individual 208	F&B	165439.0
a0i4h91004ck	F&B Individual 304	F&B	173854.0
a0lki0138i10	Retail Individual 282	Retail	159818.0
a0pa513500ck	Retail Chain 12	Retail	164735.0
a0r012c8lt07	Services Chain 2	Services	166135.0
a0r092122si	F&B Individual 422	F&B	165441.0
a0rke50i5886	F&B Individual 392	F&B	177379.0
a0t500i4n43r	F&B Individual 272	F&B	174564.0
a100613y13c	Household Goods and Groceries Chain 1	Household Goods and Groceries	173864.0
a1035a500nsc	Household Goods and Groceries Chain 4	Household Goods and Groceries	167543.0
a10dh05ci503	Household Goods and Groceries Chain 4	Household Goods and Groceries	176671.0
a10uti0l2229	F&B Individual 295	F&B	167552.0
a12w0rie1260	Household Goods and Groceries Individual 49	Household Goods and Groceries	168956.0
a13rc4l0490t	Household Goods and Groceries Chain 3	Household Goods and Groceries	164732.0
a19r0c0222l	Retail Chain 20	Retail	178072.0
a1c22l9002r	Retail Chain 39	Retail	171760.0
a1c5dr005e03	Retail Chain 38	Retail	175975.0
a1l20l0i07m8	F&B Individual 348	F&B	170352.0
a1n5r0c5300d	Retail Chain 38	Retail	173155.0
a2900s2c2r1	Services Chain 5	Services	171046.0
a2t0r080c17u	F&B Chain 1	F&B	173155.0
a30t4i0rn096	F&B Individual 341	F&B	161926.0
a35n0nc050g1	Household Goods and Groceries Chain 4	Household Goods and Groceries	175972.0
a3c5005r1ib0	Household Goods and Groceries Chain 4	Household Goods and Groceries	164727.0
a3c55100ms0a	Household Goods and Groceries Chain 4	Household Goods and Groceries	169652.0
a4iuy091k390	F&B Individual 181	F&B	168950.0
a50301e0l5gi	Retail Chain 21	Retail	166832.0
a50351c00gnl	Retail Chain 12	Retail	173873.0
a50al5c03m10	Retail Chain 21	Retail	170355.0
a5400a80myi7	F&B Individual 308	F&B	161225.0
a55c00r1ek30	Services Individual 10	Services	173858.0
a56d56cnr300	F&B Individual 17	F&B	173864.0
a5g10nic0305	Household Goods and Groceries Chain 4	Household Goods and Groceries	163329.0
a5nc5103ad00	Retail Chain 38	Retail	159820.0
a63r0m00c49t	Household Goods and Groceries Individual 16	Household Goods and Groceries	173166.0
a64c0c4850le	F&B Individual 109	F&B	176671.0
a877u0i302d	F&B Individual 239	F&B	167550.0
a8lcl7m00120	F&B Chain 37	F&B	173157.0
a9i0k22201i	F&B Individual 150	F&B	168243.0
aa000781tc2m	F&B Chain 35	F&B	168944.0
aa0c221r209	F&B Chain 13	F&B	173164.0
aa0i05035r1	Retail Individual 88	Retail	161925.0
aacj3y136100	Household Goods and Groceries Chain 1	Household Goods and Groceries	162622.0
aasm5c530100	F&B Chain 8	F&B	173166.0
aat0c1133r60	Household Goods and Groceries Chain 1	Household Goods and Groceries	171755.0
aay2n2c10029	Retail Individual 48	Retail	166852.0
ac0r0801l27t	F&B Chain 26	F&B	161230.0
ac14i330e08f	F&B Individual 332	F&B	168246.0
ac3100a5s50l	Household Goods and Groceries Chain 4	Household Goods and Groceries	164736.0
afic00129e22	F&B Individual 261	F&B	164027.0
ah03u550c01k	Retail Chain 38	Retail	166836.0
ah0y36c41a60	Retail Individual 60	Retail	173856.0
ai234sa0m055	F&B Individual 154	F&B	166132.0
aja55001cy03	Retail Chain 38	Retail	163329.0
al2a2120ik90	Retail Individual 293	Retail	167554.0
am155lc30a00	Household Goods and Groceries Chain 4	Household Goods and Groceries	162628.0
amc01k35050r	Retail Chain 38	Retail	165432.0
an05dc50a013	Household Goods and Groceries Chain 4	Household Goods and Groceries	168948.0
ar170080dn2c	Retail Chain 26	Retail	177366.0
ar1i68y2009n	Services Individual 46	Services	166147.0
ar35i00a05c1	Retail Chain 38	Retail	170343.0
au0535ah010c	Retail Chain 38	Retail	173870.0
au406ih3s510	F&B Individual 153	F&B	164737.0
aui50cr10350	Retail Chain 38	Retail	172458.0
aw010gnc2870	F&B Chain 26	F&B	175967.0
aya2i012290	F&B Individual 162	F&B	170349.0
aya3004l84c0	F&B Individual 68	F&B	171745.0
b045id0523h	Services Individual 159	Services	178068.0
b05dh304i03	Retail Individual 234	Retail	177366.0
b0d10470ih0	Household Goods and Groceries Individual 42	Household Goods and Groceries	164738.0
b0i751043hd	Services Individual 113	Services	172467.0
b30d006hi73	Services Individual 150	Services	171761.0
b671hdi3003	Services Individual 62	Services	169656.0
b9d00i900h4	Services Individual 48	Services	166833.0
bc250e3r108w	F&B Chain 17	F&B	165447.0
bcd4n360840	Services Individual 25	Services	172454.0
bcs21iu00087	Services Chain 2	Services	173860.0
bh0079cd203	Household Goods and Groceries Individual 15	Household Goods and Groceries	173165.0
bh008d0724i	Services Individual 74	Services	175963.0
bi484o500xo6	F&B Individual 209	F&B	164034.0
bk5013is500	Retail Individual 269	Retail	171753.0
bn3a050c15g0	Household Goods and Groceries Chain 7	Household Goods and Groceries	164026.0
bs0501i350	Transit & Travel Chain 2	Transit & Travel	172451.0
c000k9e5id89	F&B Individual 50	F&B	165439.0
c001ap2n292	F&B Chain 41	F&B	172463.0
c00m187a0l2l	F&B Chain 33	F&B	165441.0
c013o5c1036	Retail Individual 12	Retail	172455.0
c02081o0u7g	Household Goods and Groceries Chain 6	Household Goods and Groceries	166145.0
c031055l0se	Household Goods and Groceries Chain 9	Household Goods and Groceries	167546.0
c032l210gu6n	Retail Individual 47	Retail	172464.0
c0350n5tna10	Retail Chain 38	Retail	160524.0
c03_70eey032	F&B Individual 96	F&B	166141.0
c05g05p310	Household Goods and Groceries Chain 9	Household Goods and Groceries	169655.0
c05hc3u15a00	Household Goods and Groceries Chain 4	Household Goods and Groceries	166143.0
c06d04842bh	Services Individual 22	Services	165439.0
c08el207l0y1	F&B Chain 44	F&B	165446.0
c091222al0l	F&B Chain 54	F&B	172462.0
c0e05pw0351	Retail Chain 30	Retail	171056.0
c0er01as8072	F&B Chain 35	F&B	170360.0
c0i0212yl81d	F&B Individual 82	F&B	175262.0
c0i58400ef6a	F&B Individual 163	F&B	178079.0
c0n6i03158ai	F&B Individual 130	F&B	166848.0
c0o15pg5n003	Retail Chain 29	Retail	168959.0
c0p05e103w5	Household Goods and Groceries Chain 9	Household Goods and Groceries	176666.0
c0y30n155ih0	Retail Chain 38	Retail	173167.0
c105s5005j3	Household Goods and Groceries Chain 4	Household Goods and Groceries	175267.0
c107e0dn082s	Retail Chain 24	Retail	178076.0
c13aad00505n	Household Goods and Groceries Chain 4	Household Goods and Groceries	171043.0
c13rm505h00	Household Goods and Groceries Chain 7	Household Goods and Groceries	162630.0
c150en350li0	Household Goods and Groceries Chain 4	Household Goods and Groceries	164041.0
c160y310a23	Household Goods and Groceries Chain 1	Household Goods and Groceries	167554.0
c180m2007all	F&B Chain 1	F&B	168960.0
c19a22200ll	F&B Chain 41	F&B	167542.0
c1cl2092c20	F&B Chain 23	F&B	166840.0
c1d05r530e0n	Household Goods and Groceries Chain 4	Household Goods and Groceries	162629.0
c1l5005u30u	Household Goods and Groceries Chain 4	Household Goods and Groceries	167552.0
c1r03s5500b	Household Goods and Groceries Chain 4	Household Goods and Groceries	172447.0
c1r55m03u0i0	Household Goods and Groceries Chain 7	Household Goods and Groceries	171050.0
c201a29sn02	Household Goods and Groceries Chain 8	Household Goods and Groceries	176668.0
c20ti5e0210	F&B Individual 92	F&B	176670.0
c221na902g0	Retail Chain 19	Retail	169649.0
c2a108e0v70s	Retail Chain 22	Retail	171063.0
c2al1080l07m	Retail Chain 36	Retail	166837.0
c2e440i02vi0	Services Individual 55	Services	166833.0
c2i92a2001n	Services Chain 10	Services	160526.0
c2p33pr6006a	F&B Chain 2	F&B	166836.0
c3002po50t9	F&B Individual 65	F&B	168953.0
c30l05y051le	Retail Chain 29	Retail	169659.0
c30u1m5a5d00	Retail Chain 6	Retail	161227.0
c35105aka0z0	Household Goods and Groceries Chain 4	Household Goods and Groceries	168953.0
c3n00o9gp392	Services Chain 11	Services	177376.0
c4202cier008	F&B Chain 63	F&B	168253.0
c49h07e07ra0	F&B Individual 95	F&B	168946.0
c4is30en9903	F&B Chain 49	F&B	166137.0
c4m2u0420m0i	F&B Chain 46	F&B	168959.0
c4r560us028e	Retail Individual 61	Retail	173855.0
c50001gaan35	Household Goods and Groceries Chain 4	Household Goods and Groceries	170363.0
c503ua051er0	Household Goods and Groceries Chain 4	Household Goods and Groceries	171049.0
c50iu5l3a001	Retail Chain 38	Retail	175276.0
c5105l0x03pe	Retail Chain 38	Retail	174572.0
c51u0a500tr3	Household Goods and Groceries Chain 4	Household Goods and Groceries	173157.0
c550e3n1a0i0	Retail Chain 21	Retail	171058.0
c5a79t6050nr	F&B Individual 35	F&B	172460.0
c5g000np35o1	Household Goods and Groceries Chain 4	Household Goods and Groceries	163333.0
c5kl03c5i001	Retail Individual 179	Retail	175965.0
c5p030e501w	Retail Chain 30	Retail	167534.0
c600u1012kir	F&B Chain 68	F&B	165443.0
c6f3a24800ei	F&B Individual 284	F&B	160519.0
c70bc0102s8	F&B Individual 39	F&B	165439.0
c70l36la13m0	Retail Chain 18	Retail	175266.0
c70ta2508j1i	F&B Individual 60	F&B	171044.0
c7c8002s10b	F&B Chain 20	F&B	169661.0
c80e5u47o08s	F&B Individual 14	F&B	174559.0
c8270002au1	F&B Chain 60	F&B	162626.0
c900i6471pae	Services Individual 130	Services	167540.0
c92e7n0t05r1	F&B Chain 14	F&B	176666.0
ca007ot6953t	F&B Chain 59	F&B	171066.0
ca17000u2r8t	F&B Chain 16	F&B	162623.0
ca28tlr07001	F&B Chain 18	F&B	175968.0
ca3d0155020	Household Goods and Groceries Chain 4	Household Goods and Groceries	173870.0
cas2901202t	F&B Chain 56	F&B	166135.0
cbd0h107641	Retail Individual 23	Retail	166140.0
cc0814025mya	Retail Chain 13	Retail	172449.0
cc90a2820ym0	Retail Individual 24	Retail	173153.0
ce0s01040ch0	F&B Chain 62	F&B	169662.0
ce0s51350m0a	Household Goods and Groceries Chain 7	Household Goods and Groceries	170363.0
